charging_userid,ev_model,station_id,power_consumption,charging_duration,charging_start_time,charging_end_time,charging_start_percentage,charging_end_percentage,charging_rate
U03353,Model_19,S012,42.97,2.2,2024-10-01 00:50:12,2024-10-01 03:02:12,55,68,19.53
U04404,Model_17,S047,38.74,2.83,2024-05-12 00:50:12,2024-05-12 03:40:00,51,57,13.69
U03398,Model_6,S031,5.51,1.7,2024-05-06 00:50:12,2024-05-06 02:32:12,45,92,3.24
U02973,Model_2,S024,30.94,1.82,2023-12-23 00:50:12,2023-12-23 02:39:24,80,85,17.0
U03787,Model_18,S035,8.08,0.96,2024-05-27 00:50:12,2024-05-27 01:47:48,36,66,8.42
U04605,Model_18,S029,34.01,1.65,2023-12-28 00:50:12,2023-12-28 02:29:12,35,75,20.61
U01341,Model_2,S042,10.47,0.56,2024-10-16 00:50:12,2024-10-16 01:23:48,4,34,18.69
U00539,Model_14,S050,26.52,1.37,2024-02-18 00:50:12,2024-02-18 02:12:24,25,91,19.36
U03578,Model_18,S063,2.96,0.69,2024-03-19 00:50:12,2024-03-19 01:31:36,65,96,4.29
U00223,Model_2,S003,34.29,3.0,2024-06-12 00:50:12,2024-06-12 03:50:12,48,56,11.43
U04246,Model_20,S020,36.67,2.11,2024-03-01 00:50:12,2024-03-01 02:56:48,75,79,17.38
U00077,Model_14,S027,21.94,2.64,2024-02-03 00:50:12,2024-02-03 03:28:36,6,23,8.31
U01000,Model_18,S061,18.67,1.76,2024-09-22 00:50:12,2024-09-22 02:35:48,46,79,10.61
U01481,Model_1,S009,14.34,2.58,2024-01-13 00:50:12,2024-01-13 03:25:00,59,71,5.56
U01199,Model_2,S062,51.87,2.49,2024-02-08 00:50:12,2024-02-08 03:19:36,21,91,20.83
U02594,Model_3,S009,33.25,1.73,2024-01-28 00:50:12,2024-01-28 02:34:00,50,58,19.22
U02048,Model_17,S018,6.91,1.56,2024-01-06 00:50:12,2024-01-06 02:23:48,9,37,4.43
U01515,Model_9,S020,52.31,2.74,2024-03-18 00:50:12,2024-03-18 03:34:36,6,86,19.09
U02739,Model_4,S006,3.35,0.5,2024-06-14 00:50:12,2024-06-14 01:20:12,7,85,6.71
U04433,Model_11,S058,8.86,2.46,2024-06-17 00:50:12,2024-06-17 03:17:48,0,45,3.6
U02657,Model_5,S031,14.47,2.67,2024-06-11 00:50:12,2024-06-11 03:30:24,23,69,5.42
U03172,Model_16,S064,7.43,0.73,2024-10-18 00:50:12,2024-10-18 01:34:00,59,91,10.18
U03470,Model_12,S020,16.35,0.91,2024-09-02 00:50:12,2024-09-02 01:44:48,45,60,17.97
U04032,Model_3,S043,7.4,0.62,2024-05-21 00:50:12,2024-05-21 01:27:24,25,100,11.94
U02125,Model_5,S049,24.06,2.93,2024-11-13 00:50:12,2024-11-13 03:46:00,31,44,8.21
U02911,Model_3,S023,18.17,1.09,2024-07-08 00:50:12,2024-07-08 01:55:36,8,17,16.67
U04753,Model_15,S045,20.61,2.17,2024-07-31 00:50:12,2024-07-31 03:00:24,51,86,9.5
U04309,Model_19,S022,52.41,2.49,2024-04-09 00:50:12,2024-04-09 03:19:36,35,81,21.05
U02405,Model_10,S012,7.58,1.08,2024-02-10 00:50:12,2024-02-10 01:55:00,23,35,7.02
U04171,Model_5,S057,16.44,1.35,2024-08-04 00:50:12,2024-08-04 02:11:12,20,49,12.18
U03208,Model_9,S064,47.6,2.38,2024-09-26 00:50:12,2024-09-26 03:13:00,4,52,20.0
U01748,Model_15,S049,8.3,2.08,2024-02-21 00:50:12,2024-02-21 02:55:00,64,96,3.99
U04086,Model_4,S041,12.62,1.09,2024-02-08 00:50:12,2024-02-08 01:55:36,50,64,11.58
U01917,Model_11,S042,21.73,1.15,2024-03-08 00:50:12,2024-03-08 01:59:12,79,83,18.9
U02130,Model_8,S050,59.29,2.7,2024-07-15 00:50:12,2024-07-15 03:32:12,24,68,21.96
U04489,Model_16,S046,15.06,1.59,2024-03-02 00:50:12,2024-03-02 02:25:36,0,2,9.47
U04485,Model_20,S021,7.35,0.51,2024-08-16 00:50:12,2024-08-16 01:20:48,17,83,14.42
U00510,Model_11,S061,7.16,1.79,2024-06-20 00:50:12,2024-06-20 02:37:36,49,76,4.0
U00818,Model_11,S027,36.11,2.42,2024-05-24 00:50:12,2024-05-24 03:15:24,12,81,14.92
U01973,Model_12,S057,14.21,1.87,2024-03-06 00:50:12,2024-03-06 02:42:24,7,66,7.6
U04168,Model_7,S066,43.56,2.08,2024-06-23 00:50:12,2024-06-23 02:55:00,13,75,20.94
U04044,Model_16,S011,22.09,1.43,2024-12-16 00:50:12,2024-12-16 02:16:00,11,13,15.45
U01317,Model_14,S031,25.59,1.39,2024-01-30 00:50:12,2024-01-30 02:13:36,42,53,18.41
U00205,Model_10,S040,27.89,2.1,2024-09-30 00:50:12,2024-09-30 02:56:12,19,32,13.28
U01565,Model_16,S047,17.82,2.82,2024-03-19 00:50:12,2024-03-19 03:39:24,45,95,6.32
U00603,Model_20,S033,10.86,1.25,2024-01-31 00:50:12,2024-01-31 02:05:12,43,64,8.69
U04308,Model_13,S057,46.61,2.15,2024-10-15 00:50:12,2024-10-15 02:59:12,60,83,21.68
U02307,Model_1,S061,8.3,0.89,2024-02-02 00:50:12,2024-02-02 01:43:36,40,52,9.33
U02934,Model_18,S048,17.72,2.8,2024-08-26 00:50:12,2024-08-26 03:38:12,22,35,6.33
U01696,Model_12,S045,19.84,1.73,2024-08-16 00:50:12,2024-08-16 02:34:00,60,88,11.47
U02525,Model_8,S045,39.24,2.01,2024-10-21 00:50:12,2024-10-21 02:50:48,50,94,19.52
U04283,Model_17,S052,8.41,2.15,2024-08-17 00:50:12,2024-08-17 02:59:12,0,68,3.91
U03593,Model_3,S029,30.76,1.69,2024-06-07 00:50:12,2024-06-07 02:31:36,5,63,18.2
U04247,Model_3,S015,25.1,1.63,2024-01-03 00:50:12,2024-01-03 02:28:00,73,88,15.4
U01984,Model_12,S020,6.04,0.8,2024-03-08 00:50:12,2024-03-08 01:38:12,80,99,7.55
U00643,Model_20,S008,9.72,2.32,2024-10-15 00:50:12,2024-10-15 03:09:24,25,73,4.19
U04392,Model_18,S070,9.35,0.7,2024-08-09 00:50:12,2024-08-09 01:32:12,77,78,13.36
U03877,Model_2,S046,48.78,2.71,2024-08-22 00:50:12,2024-08-22 03:32:48,51,75,18.0
U01964,Model_11,S030,20.25,1.31,2024-05-03 00:50:12,2024-05-03 02:08:48,27,37,15.46
U01519,Model_5,S044,5.01,1.21,2024-11-01 00:50:12,2024-11-01 02:02:48,16,73,4.14
U03424,Model_7,S050,10.62,1.73,2024-09-07 00:50:12,2024-09-07 02:34:00,31,35,6.14
U01007,Model_12,S030,30.33,1.41,2024-01-08 00:50:12,2024-01-08 02:14:48,71,73,21.51
U01374,Model_18,S003,12.35,2.45,2024-06-18 00:50:12,2024-06-18 03:17:12,28,94,5.04
U02590,Model_16,S002,14.27,2.08,2024-09-15 00:50:12,2024-09-15 02:55:00,30,63,6.86
U03934,Model_11,S004,16.8,1.13,2024-09-24 00:50:12,2024-09-24 01:58:00,16,85,14.87
U01652,Model_15,S024,65.06,2.99,2024-04-29 00:50:12,2024-04-29 03:49:36,41,83,21.76
U04367,Model_16,S032,42.97,2.1,2024-05-10 00:50:12,2024-05-10 02:56:12,25,84,20.46
U04637,Model_18,S069,61.78,2.83,2023-12-29 00:50:12,2023-12-29 03:40:00,68,88,21.83
U01379,Model_9,S010,16.65,2.29,2024-09-11 00:50:12,2024-09-11 03:07:36,16,83,7.27
U02896,Model_14,S062,9.12,1.67,2024-11-26 00:50:12,2024-11-26 02:30:24,46,69,5.46
U01978,Model_6,S007,47.39,2.56,2024-06-11 00:50:12,2024-06-11 03:23:48,2,91,18.51
U03305,Model_2,S004,6.81,0.55,2024-08-07 00:50:12,2024-08-07 01:23:12,40,41,12.38
U04206,Model_12,S005,36.8,1.81,2024-09-03 00:50:12,2024-09-03 02:38:48,0,29,20.33
U03897,Model_9,S030,2.23,0.65,2024-06-18 00:50:12,2024-06-18 01:29:12,14,83,3.43
U02832,Model_16,S062,35.63,2.03,2024-04-03 00:50:12,2024-04-03 02:52:00,6,60,17.55
U03995,Model_9,S012,16.89,1.0,2024-01-06 00:50:12,2024-01-06 01:50:12,23,80,16.89
U02536,Model_14,S041,35.67,1.7,2024-09-11 00:50:12,2024-09-11 02:32:12,57,82,20.98
U01269,Model_12,S062,11.55,1.34,2023-12-26 00:50:12,2023-12-26 02:10:36,12,86,8.62
U01776,Model_2,S035,6.17,0.84,2024-07-22 00:50:12,2024-07-22 01:40:36,69,99,7.34
U02409,Model_19,S066,29.47,2.78,2024-09-18 00:50:12,2024-09-18 03:37:00,16,57,10.6
U03066,Model_11,S014,22.21,2.66,2024-11-26 00:50:12,2024-11-26 03:29:48,70,75,8.35
U01173,Model_12,S058,24.68,1.44,2024-03-08 00:50:12,2024-03-08 02:16:36,48,74,17.14
U02337,Model_4,S019,10.05,0.71,2024-02-27 00:50:12,2024-02-27 01:32:48,31,38,14.15
U01638,Model_4,S026,11.06,0.61,2024-03-13 00:50:12,2024-03-13 01:26:48,30,79,18.13
U03979,Model_3,S044,42.93,2.56,2024-04-26 00:50:12,2024-04-26 03:23:48,54,99,16.77
U02425,Model_11,S061,18.31,1.24,2024-05-07 00:50:12,2024-05-07 02:04:36,69,90,14.77
U01805,Model_19,S069,30.62,1.46,2023-12-22 00:50:12,2023-12-22 02:17:48,36,74,20.97
U01239,Model_19,S067,31.01,2.04,2024-09-20 00:50:12,2024-09-20 02:52:36,65,82,15.2
U03954,Model_1,S056,13.59,1.59,2024-01-24 00:50:12,2024-01-24 02:25:36,6,73,8.55
U02558,Model_14,S040,5.38,0.97,2024-11-13 00:50:12,2024-11-13 01:48:24,64,86,5.55
U03057,Model_15,S017,4.59,0.57,2024-02-09 00:50:12,2024-02-09 01:24:24,36,42,8.05
U02268,Model_18,S031,19.69,1.66,2023-12-30 00:50:12,2023-12-30 02:29:48,41,67,11.86
U02456,Model_18,S020,26.73,1.77,2024-03-01 00:50:12,2024-03-01 02:36:24,29,51,15.1
U03857,Model_17,S068,24.26,2.16,2024-06-18 00:50:12,2024-06-18 02:59:48,67,84,11.23
U00719,Model_15,S036,23.35,1.28,2024-07-08 00:50:12,2024-07-08 02:07:00,8,82,18.24
U04469,Model_19,S054,37.23,2.43,2024-02-10 00:50:12,2024-02-10 03:16:00,53,64,15.32
U03946,Model_5,S058,44.11,2.68,2024-10-25 00:50:12,2024-10-25 03:31:00,47,53,16.46
U04735,Model_16,S008,40.5,2.24,2024-10-09 00:50:12,2024-10-09 03:04:36,76,87,18.08
U02764,Model_5,S034,20.46,1.13,2024-02-29 00:50:12,2024-02-29 01:58:00,0,74,18.11
U03998,Model_18,S035,41.69,2.7,2024-08-07 00:50:12,2024-08-07 03:32:12,1,49,15.44
U01340,Model_7,S067,12.88,1.07,2024-03-23 00:50:12,2024-03-23 01:54:24,51,98,12.04
U03834,Model_19,S052,18.09,1.36,2024-05-20 00:50:12,2024-05-20 02:11:48,53,73,13.3
U01204,Model_10,S069,6.85,0.7,2024-07-21 00:50:12,2024-07-21 01:32:12,78,87,9.78
U01017,Model_12,S069,27.5,2.44,2024-08-16 00:50:12,2024-08-16 03:16:36,21,47,11.27
U00788,Model_17,S050,8.44,0.6,2024-10-04 00:50:12,2024-10-04 01:26:12,79,100,14.06
U04269,Model_17,S028,48.77,2.22,2024-10-24 00:50:12,2024-10-24 03:03:24,12,74,21.97
U02079,Model_6,S056,39.82,2.06,2024-08-13 00:50:12,2024-08-13 02:53:48,53,83,19.33
U03930,Model_12,S054,22.25,1.18,2024-07-15 00:50:12,2024-07-15 02:01:00,62,94,18.86
U04537,Model_5,S009,9.42,0.62,2024-12-12 00:50:12,2024-12-12 01:27:24,7,61,15.19
U04423,Model_17,S055,8.18,1.67,2024-02-03 00:50:12,2024-02-03 02:30:24,18,86,4.9
U00744,Model_9,S045,21.58,1.28,2024-11-20 00:50:12,2024-11-20 02:07:00,47,96,16.86
U00371,Model_11,S002,51.77,2.87,2024-03-28 00:50:12,2024-03-28 03:42:24,67,82,18.04
U02653,Model_4,S061,11.81,2.54,2024-09-10 00:50:12,2024-09-10 03:22:36,22,24,4.65
U00536,Model_6,S070,17.9,0.93,2024-01-12 00:50:12,2024-01-12 01:46:00,60,74,19.25
U04767,Model_18,S064,5.86,0.81,2024-01-01 00:50:12,2024-01-01 01:38:48,49,59,7.24
U03597,Model_1,S002,29.76,2.19,2024-11-18 00:50:12,2024-11-18 03:01:36,70,73,13.59
U00248,Model_19,S027,11.78,1.75,2024-08-26 00:50:12,2024-08-26 02:35:12,45,91,6.73
U00954,Model_5,S026,21.3,1.98,2024-05-22 00:50:12,2024-05-22 02:49:00,39,43,10.76
U04687,Model_4,S053,6.12,1.28,2024-08-30 00:50:12,2024-08-30 02:07:00,60,84,4.78
U01982,Model_13,S023,38.34,2.17,2024-09-09 00:50:12,2024-09-09 03:00:24,36,43,17.67
U02117,Model_9,S068,17.37,0.97,2024-06-21 00:50:12,2024-06-21 01:48:24,23,65,17.91
U02305,Model_15,S048,7.48,0.58,2024-09-24 00:50:12,2024-09-24 01:25:00,46,77,12.9
U01744,Model_15,S060,23.44,1.52,2024-07-08 00:50:12,2024-07-08 02:21:24,40,41,15.42
U03592,Model_16,S009,33.1,1.57,2024-07-13 00:50:12,2024-07-13 02:24:24,6,87,21.08
U03126,Model_15,S009,26.63,1.52,2024-10-12 00:50:12,2024-10-12 02:21:24,6,63,17.52
U02494,Model_14,S066,27.45,2.07,2024-04-22 00:50:12,2024-04-22 02:54:24,50,76,13.26
U04487,Model_20,S041,51.94,2.54,2024-01-28 00:50:12,2024-01-28 03:22:36,52,72,20.45
U00170,Model_11,S006,38.74,2.21,2024-06-28 00:50:12,2024-06-28 03:02:48,10,33,17.53
U04259,Model_1,S064,37.96,1.8,2024-07-02 00:50:12,2024-07-02 02:38:12,51,84,21.09
U02995,Model_16,S057,27.05,1.59,2024-05-01 00:50:12,2024-05-01 02:25:36,74,80,17.01
U04626,Model_11,S023,38.67,2.49,2024-05-19 00:50:12,2024-05-19 03:19:36,77,92,15.53
U00798,Model_9,S049,21.58,1.01,2024-05-01 00:50:12,2024-05-01 01:50:48,43,47,21.37
U00632,Model_18,S039,12.18,0.92,2024-12-03 00:50:12,2024-12-03 01:45:24,0,87,13.24
U01445,Model_10,S063,11.9,0.6,2024-05-12 00:50:12,2024-05-12 01:26:12,9,86,19.84
U02074,Model_16,S064,12.21,1.23,2024-10-13 00:50:12,2024-10-13 02:04:00,74,95,9.93
U02460,Model_7,S013,53.06,2.61,2024-06-05 00:50:12,2024-06-05 03:26:48,56,70,20.33
U03928,Model_5,S030,11.14,0.79,2024-05-29 00:50:12,2024-05-29 01:37:36,45,72,14.1
U02069,Model_9,S027,8.69,2.07,2024-04-06 00:50:12,2024-04-06 02:54:24,72,88,4.2
U00251,Model_20,S045,42.26,2.58,2024-04-08 00:50:12,2024-04-08 03:25:00,0,65,16.38
U02876,Model_16,S059,3.22,0.8,2024-08-18 00:50:12,2024-08-18 01:38:12,60,67,4.02
U00887,Model_5,S005,40.72,1.95,2024-09-12 00:50:12,2024-09-12 02:47:12,70,100,20.88
U02937,Model_6,S030,13.21,0.88,2024-03-28 00:50:12,2024-03-28 01:43:00,47,67,15.01
U02916,Model_5,S049,19.96,2.24,2024-11-05 00:50:12,2024-11-05 03:04:36,47,53,8.91
U03256,Model_9,S025,27.63,2.37,2024-05-23 00:50:12,2024-05-23 03:12:24,28,48,11.66
U04693,Model_19,S002,3.56,0.69,2023-12-23 00:50:12,2023-12-23 01:31:36,49,82,5.16
U00952,Model_12,S057,31.86,1.77,2024-07-08 00:50:12,2024-07-08 02:36:24,46,74,18.0
U02080,Model_15,S057,7.7,0.66,2024-05-08 00:50:12,2024-05-08 01:29:48,30,79,11.66
U03942,Model_18,S023,10.45,0.82,2024-05-26 00:50:12,2024-05-26 01:39:24,1,83,12.74
U00885,Model_17,S026,12.42,1.65,2024-04-12 00:50:12,2024-04-12 02:29:12,27,83,7.53
U01905,Model_1,S069,34.75,2.28,2024-01-06 00:50:12,2024-01-06 03:07:00,13,47,15.24
U04945,Model_11,S069,32.03,2.15,2024-06-13 00:50:12,2024-06-13 02:59:12,8,31,14.9
U04790,Model_5,S012,16.94,2.66,2024-02-28 00:50:12,2024-02-28 03:29:48,4,54,6.37
U01280,Model_9,S018,37.66,2.13,2024-07-06 00:50:12,2024-07-06 02:58:00,3,86,17.68
U03086,Model_3,S018,12.81,2.35,2024-05-09 00:50:12,2024-05-09 03:11:12,14,43,5.45
U02480,Model_10,S020,11.56,0.67,2024-11-07 00:50:12,2024-11-07 01:30:24,46,74,17.26
U01576,Model_14,S069,7.73,1.24,2024-06-22 00:50:12,2024-06-22 02:04:36,55,87,6.23
U03330,Model_18,S061,27.72,2.84,2024-03-15 00:50:12,2024-03-15 03:40:36,77,99,9.76
U03525,Model_10,S055,19.54,1.78,2024-01-17 00:50:12,2024-01-17 02:37:00,46,95,10.98
U03813,Model_17,S022,7.66,1.34,2024-02-21 00:50:12,2024-02-21 02:10:36,4,66,5.72
U02779,Model_8,S008,39.93,2.41,2024-02-04 00:50:12,2024-02-04 03:14:48,12,88,16.57
U02966,Model_8,S022,10.67,1.01,2024-06-16 00:50:12,2024-06-16 01:50:48,45,53,10.56
U03963,Model_4,S039,14.58,1.04,2024-10-23 00:50:12,2024-10-23 01:52:36,6,68,14.02
U04842,Model_13,S021,9.4,1.3,2024-09-12 00:50:12,2024-09-12 02:08:12,1,71,7.23
U03831,Model_6,S064,17.37,1.5,2024-03-10 00:50:12,2024-03-10 02:20:12,2,99,11.58
U00868,Model_20,S047,12.88,1.51,2024-08-11 00:50:12,2024-08-11 02:20:48,79,81,8.53
U01171,Model_14,S045,29.48,2.37,2024-12-01 00:50:12,2024-12-01 03:12:24,64,94,12.44
U02821,Model_14,S062,12.69,1.0,2024-02-10 00:50:12,2024-02-10 01:50:12,61,68,12.69
U00071,Model_5,S025,7.29,0.57,2024-03-19 00:50:12,2024-03-19 01:24:24,54,61,12.79
U00162,Model_13,S038,7.84,1.58,2024-09-24 00:50:12,2024-09-24 02:25:00,36,48,4.96
U02583,Model_17,S013,10.35,0.84,2024-03-15 00:50:12,2024-03-15 01:40:36,78,100,12.32
U00170,Model_15,S010,13.41,2.66,2023-12-19 00:50:12,2023-12-19 03:29:48,52,89,5.04
U04202,Model_3,S008,13.72,2.9,2024-03-20 00:50:12,2024-03-20 03:44:12,29,80,4.73
U04929,Model_4,S037,7.68,0.61,2024-09-07 00:50:12,2024-09-07 01:26:48,61,84,12.59
U00736,Model_20,S016,28.32,2.71,2024-02-04 00:50:12,2024-02-04 03:32:48,24,83,10.45
U03255,Model_3,S040,11.73,0.88,2024-10-30 00:50:12,2024-10-30 01:43:00,33,79,13.33
U01101,Model_17,S018,15.66,2.26,2024-11-18 00:50:12,2024-11-18 03:05:48,74,95,6.93
U03625,Model_6,S052,19.75,1.39,2024-08-29 00:50:12,2024-08-29 02:13:36,41,94,14.21
U02267,Model_18,S024,19.95,2.07,2024-06-29 00:50:12,2024-06-29 02:54:24,70,82,9.64
U02025,Model_9,S029,15.5,2.04,2024-04-06 00:50:12,2024-04-06 02:52:36,26,73,7.6
U04760,Model_2,S058,13.05,1.59,2024-01-18 00:50:12,2024-01-18 02:25:36,51,55,8.21
U00716,Model_2,S043,49.11,2.71,2024-09-08 00:50:12,2024-09-08 03:32:48,75,82,18.12
U04960,Model_15,S025,39.45,2.33,2024-04-21 00:50:12,2024-04-21 03:10:00,19,35,16.93
U03348,Model_19,S005,43.45,2.22,2024-05-23 00:50:12,2024-05-23 03:03:24,31,77,19.57
U03682,Model_7,S041,25.31,2.96,2024-09-28 00:50:12,2024-09-28 03:47:48,3,76,8.55
U03051,Model_5,S070,31.27,1.58,2023-12-27 00:50:12,2023-12-27 02:25:00,58,95,19.79
U04935,Model_2,S001,17.6,1.79,2024-10-09 00:50:12,2024-10-09 02:37:36,26,78,9.83
U03725,Model_19,S038,15.15,1.4,2024-12-09 00:50:12,2024-12-09 02:14:12,80,100,10.82
U04821,Model_16,S064,2.47,0.59,2024-09-10 00:50:12,2024-09-10 01:25:36,22,26,4.19
U01860,Model_18,S058,41.69,2.4,2024-01-12 00:50:12,2024-01-12 03:14:12,70,95,17.37
U00429,Model_19,S023,10.65,1.94,2024-11-03 00:50:12,2024-11-03 02:46:36,57,77,5.49
U04037,Model_10,S044,17.19,1.77,2024-07-18 00:50:12,2024-07-18 02:36:24,46,54,9.71
U04111,Model_11,S040,31.31,1.45,2024-10-01 00:50:12,2024-10-01 02:17:12,59,95,21.59
U04280,Model_5,S040,29.35,2.39,2024-06-17 00:50:12,2024-06-17 03:13:36,16,49,12.28
U04737,Model_13,S057,11.13,1.9,2024-02-04 00:50:12,2024-02-04 02:44:12,42,56,5.86
U01139,Model_7,S021,21.1,1.55,2024-10-22 00:50:12,2024-10-22 02:23:12,77,89,13.61
U03515,Model_1,S020,24.69,1.74,2024-09-02 00:50:12,2024-09-02 02:34:36,26,95,14.19
U01904,Model_16,S005,21.37,2.01,2024-12-13 00:50:12,2024-12-13 02:50:48,47,96,10.63
U00022,Model_11,S024,37.88,2.98,2024-03-30 00:50:12,2024-03-30 03:49:00,23,26,12.71
U04527,Model_6,S039,16.11,0.82,2023-12-19 00:50:12,2023-12-19 01:39:24,11,48,19.65
U04528,Model_2,S042,32.88,1.71,2024-06-17 00:50:12,2024-06-17 02:32:48,14,16,19.23
U01811,Model_6,S043,16.18,1.48,2024-09-02 00:50:12,2024-09-02 02:19:00,39,89,10.93
U01855,Model_3,S030,27.39,1.62,2024-05-28 00:50:12,2024-05-28 02:27:24,3,19,16.91
U01669,Model_16,S062,46.37,2.35,2024-09-12 00:50:12,2024-09-12 03:11:12,67,98,19.73
U02205,Model_12,S050,17.63,1.69,2024-05-20 00:50:12,2024-05-20 02:31:36,80,81,10.43
U04875,Model_14,S004,46.57,2.24,2024-10-28 00:50:12,2024-10-28 03:04:36,11,64,20.79
U04097,Model_6,S054,52.98,2.53,2024-10-20 00:50:12,2024-10-20 03:22:00,52,61,20.94
U00742,Model_3,S057,12.09,2.53,2024-03-16 00:50:12,2024-03-16 03:22:00,52,64,4.78
U04067,Model_11,S062,31.08,2.38,2024-03-13 00:50:12,2024-03-13 03:13:00,56,58,13.06
U03200,Model_8,S008,19.55,1.76,2024-02-21 00:50:12,2024-02-21 02:35:48,59,98,11.11
U00285,Model_1,S006,21.27,1.31,2024-11-09 00:50:12,2024-11-09 02:08:48,57,72,16.24
U00986,Model_8,S052,45.1,2.94,2024-01-16 00:50:12,2024-01-16 03:46:36,53,62,15.34
U00931,Model_13,S037,24.25,1.87,2024-09-15 00:50:12,2024-09-15 02:42:24,1,74,12.97
U03822,Model_13,S016,17.39,1.46,2024-09-28 00:50:12,2024-09-28 02:17:48,60,81,11.91
U04094,Model_14,S004,49.05,2.33,2024-05-28 00:50:12,2024-05-28 03:10:00,56,94,21.05
U03755,Model_1,S013,50.53,2.32,2024-12-01 00:50:12,2024-12-01 03:09:24,26,33,21.78
U02742,Model_11,S029,3.17,0.55,2024-02-22 00:50:12,2024-02-22 01:23:12,33,57,5.77
U01244,Model_6,S056,19.25,1.27,2024-02-02 00:50:12,2024-02-02 02:06:24,23,41,15.16
U04920,Model_16,S017,12.53,1.2,2023-12-27 00:50:12,2023-12-27 02:02:12,16,35,10.44
U01499,Model_3,S055,34.33,2.26,2024-03-22 00:50:12,2024-03-22 03:05:48,37,66,15.19
U02432,Model_12,S025,9.13,1.84,2024-12-13 00:50:12,2024-12-13 02:40:36,2,54,4.96
U00776,Model_7,S045,29.08,2.33,2024-01-23 00:50:12,2024-01-23 03:10:00,21,54,12.48
U02382,Model_5,S006,7.67,0.98,2024-09-14 00:50:12,2024-09-14 01:49:00,45,71,7.83
U03464,Model_18,S002,25.5,2.79,2024-06-28 00:50:12,2024-06-28 03:37:36,49,98,9.14
U04189,Model_18,S036,49.68,2.78,2024-03-31 00:50:12,2024-03-31 03:37:00,10,34,17.87
U00119,Model_13,S036,34.67,2.48,2024-06-21 00:50:12,2024-06-21 03:19:00,28,70,13.98
U00947,Model_4,S024,18.01,0.91,2024-09-09 00:50:12,2024-09-09 01:44:48,58,78,19.79
U00588,Model_6,S042,11.88,1.85,2024-08-09 00:50:12,2024-08-09 02:41:12,76,78,6.42
U04180,Model_11,S032,38.28,2.13,2024-02-14 00:50:12,2024-02-14 02:58:00,57,79,17.97
U03182,Model_10,S024,7.36,0.68,2024-03-21 00:50:12,2024-03-21 01:31:00,78,100,10.82
U04915,Model_15,S019,8.62,1.04,2024-09-14 00:50:12,2024-09-14 01:52:36,64,67,8.29
U03402,Model_6,S015,23.36,1.59,2024-03-29 00:50:12,2024-03-29 02:25:36,65,92,14.69
U04362,Model_20,S009,22.8,2.74,2024-08-04 00:50:12,2024-08-04 03:34:36,34,47,8.32
U01423,Model_1,S052,30.31,1.76,2024-03-31 00:50:12,2024-03-31 02:35:48,72,81,17.22
U02613,Model_18,S006,23.17,1.19,2023-12-22 00:50:12,2023-12-22 02:01:36,24,33,19.47
U04092,Model_6,S038,58.0,2.69,2024-05-15 00:50:12,2024-05-15 03:31:36,24,64,21.56
U03455,Model_19,S004,8.04,2.1,2024-05-26 00:50:12,2024-05-26 02:56:12,75,78,3.83
U04633,Model_10,S049,34.25,1.71,2024-01-03 00:50:12,2024-01-03 02:32:48,11,91,20.03
U00084,Model_12,S010,22.17,1.37,2024-02-17 00:50:12,2024-02-17 02:12:24,69,72,16.18
U00653,Model_20,S041,5.88,0.77,2024-03-18 00:50:12,2024-03-18 01:36:24,27,63,7.63
U02737,Model_2,S032,10.97,2.99,2024-08-16 00:50:12,2024-08-16 03:49:36,11,57,3.67
U01174,Model_13,S007,51.64,2.68,2024-07-24 00:50:12,2024-07-24 03:31:00,60,95,19.27
U02741,Model_11,S011,28.12,1.28,2024-07-06 00:50:12,2024-07-06 02:07:00,14,21,21.97
U03309,Model_5,S039,15.57,1.22,2024-04-10 00:50:12,2024-04-10 02:03:24,28,54,12.76
U02486,Model_16,S060,22.42,1.23,2024-01-24 00:50:12,2024-01-24 02:04:00,53,71,18.23
U01466,Model_12,S013,45.04,2.07,2024-08-03 00:50:12,2024-08-03 02:54:24,74,94,21.76
U01579,Model_8,S006,6.37,0.88,2024-06-16 00:50:12,2024-06-16 01:43:00,32,44,7.24
U02345,Model_3,S051,25.4,1.89,2024-07-15 00:50:12,2024-07-15 02:43:36,15,40,13.44
U01446,Model_20,S016,14.95,2.48,2024-09-12 00:50:12,2024-09-12 03:19:00,55,86,6.03
U00530,Model_5,S049,25.49,1.22,2024-01-11 00:50:12,2024-01-11 02:03:24,39,93,20.89
U02217,Model_1,S010,23.45,1.37,2024-03-27 00:50:12,2024-03-27 02:12:24,18,53,17.12
U02342,Model_3,S046,22.67,2.51,2024-03-11 00:50:12,2024-03-11 03:20:48,51,99,9.03
U01038,Model_3,S012,12.44,0.82,2024-04-04 00:50:12,2024-04-04 01:39:24,47,66,15.17
U04972,Model_7,S036,10.67,1.74,2024-04-02 00:50:12,2024-04-02 02:34:36,63,68,6.13
U03948,Model_9,S069,43.65,2.15,2024-10-09 00:50:12,2024-10-09 02:59:12,59,81,20.3
U00938,Model_2,S045,6.69,1.06,2024-10-18 00:50:12,2024-10-18 01:53:48,56,61,6.31
U01119,Model_20,S043,23.54,1.46,2024-01-24 00:50:12,2024-01-24 02:17:48,61,65,16.12
U01976,Model_1,S003,18.52,0.88,2024-05-26 00:50:12,2024-05-26 01:43:00,23,39,21.05
U02339,Model_8,S015,13.67,0.72,2023-12-20 00:50:12,2023-12-20 01:33:24,7,89,18.98
